Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Feb-2007,2007,2,Average Weight in Pounds,Cows,631,Federally Inspected,Dressed,Red Meat
Jan-2007,2007,1,Average Weight in Pounds,Cows,630,Federally Inspected,Dressed,Red Meat
Dec-2006,2006,12,Average Weight in Pounds,Cows,619,Federally Inspected,Dressed,Red Meat
Nov-2006,2006,11,Average Weight in Pounds,Cows,612,Federally Inspected,Dressed,Red Meat
Oct-2006,2006,10,Average Weight in Pounds,Cows,611,Federally Inspected,Dressed,Red Meat
Sep-2006,2006,9,Average Weight in Pounds,Cows,609,Federally Inspected,Dressed,Red Meat
Aug-2006,2006,8,Average Weight in Pounds,Cows,603,Federally Inspected,Dressed,Red Meat
Jul-2006,2006,7,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Jun-2006,2006,6,Average Weight in Pounds,Cows,621,Federally Inspected,Dressed,Red Meat
May-2006,2006,5,Average Weight in Pounds,Cows,625,Federally Inspected,Dressed,Red Meat
Apr-2006,2006,4,Average Weight in Pounds,Cows,631,Federally Inspected,Dressed,Red Meat
Mar-2006,2006,3,Average Weight in Pounds,Cows,644,Federally Inspected,Dressed,Red Meat
Feb-2006,2006,2,Average Weight in Pounds,Cows,649,Federally Inspected,Dressed,Red Meat
Jan-2006,2006,1,Average Weight in Pounds,Cows,640,Federally Inspected,Dressed,Red Meat
Dec-2005,2005,12,Average Weight in Pounds,Cows,622,Federally Inspected,Dressed,Red Meat
Nov-2005,2005,11,Average Weight in Pounds,Cows,617,Federally Inspected,Dressed,Red Meat
Oct-2005,2005,10,Average Weight in Pounds,Cows,618,Federally Inspected,Dressed,Red Meat
Sep-2005,2005,9,Average Weight in Pounds,Cows,616,Federally Inspected,Dressed,Red Meat
Aug-2005,2005,8,Average Weight in Pounds,Cows,618,Federally Inspected,Dressed,Red Meat
Jul-2005,2005,7,Average Weight in Pounds,Cows,617,Federally Inspected,Dressed,Red Meat
Jun-2005,2005,6,Average Weight in Pounds,Cows,617,Federally Inspected,Dressed,Red Meat
May-2005,2005,5,Average Weight in Pounds,Cows,617,Federally Inspected,Dressed,Red Meat
Apr-2005,2005,4,Average Weight in Pounds,Cows,618,Federally Inspected,Dressed,Red Meat
Mar-2005,2005,3,Average Weight in Pounds,Cows,629,Federally Inspected,Dressed,Red Meat
Feb-2005,2005,2,Average Weight in Pounds,Cows,632,Federally Inspected,Dressed,Red Meat
Jan-2005,2005,1,Average Weight in Pounds,Cows,624,Federally Inspected,Dressed,Red Meat
Dec-2004,2004,12,Average Weight in Pounds,Cows,623,Federally Inspected,Dressed,Red Meat
Nov-2004,2004,11,Average Weight in Pounds,Cows,610,Federally Inspected,Dressed,Red Meat
Oct-2004,2004,10,Average Weight in Pounds,Cows,610,Federally Inspected,Dressed,Red Meat
Sep-2004,2004,9,Average Weight in Pounds,Cows,615,Federally Inspected,Dressed,Red Meat
Aug-2004,2004,8,Average Weight in Pounds,Cows,612,Federally Inspected,Dressed,Red Meat
Jul-2004,2004,7,Average Weight in Pounds,Cows,609,Federally Inspected,Dressed,Red Meat
Jun-2004,2004,6,Average Weight in Pounds,Cows,610,Federally Inspected,Dressed,Red Meat
May-2004,2004,5,Average Weight in Pounds,Cows,609,Federally Inspected,Dressed,Red Meat
Apr-2004,2004,4,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Mar-2004,2004,3,Average Weight in Pounds,Cows,623,Federally Inspected,Dressed,Red Meat
Feb-2004,2004,2,Average Weight in Pounds,Cows,624,Federally Inspected,Dressed,Red Meat
Jan-2004,2004,1,Average Weight in Pounds,Cows,608,Federally Inspected,Dressed,Red Meat
Dec-2003,2003,12,Average Weight in Pounds,Cows,592,Federally Inspected,Dressed,Red Meat
Nov-2003,2003,11,Average Weight in Pounds,Cows,583,Federally Inspected,Dressed,Red Meat
Oct-2003,2003,10,Average Weight in Pounds,Cows,580,Federally Inspected,Dressed,Red Meat
Sep-2003,2003,9,Average Weight in Pounds,Cows,577,Federally Inspected,Dressed,Red Meat
Aug-2003,2003,8,Average Weight in Pounds,Cows,576,Federally Inspected,Dressed,Red Meat
Jul-2003,2003,7,Average Weight in Pounds,Cows,585,Federally Inspected,Dressed,Red Meat
Jun-2003,2003,6,Average Weight in Pounds,Cows,593,Federally Inspected,Dressed,Red Meat
May-2003,2003,5,Average Weight in Pounds,Cows,594,Federally Inspected,Dressed,Red Meat
Apr-2003,2003,4,Average Weight in Pounds,Cows,598,Federally Inspected,Dressed,Red Meat
Mar-2003,2003,3,Average Weight in Pounds,Cows,598,Federally Inspected,Dressed,Red Meat
Feb-2003,2003,2,Average Weight in Pounds,Cows,602,Federally Inspected,Dressed,Red Meat
Jan-2003,2003,1,Average Weight in Pounds,Cows,597,Federally Inspected,Dressed,Red Meat
Dec-2002,2002,12,Average Weight in Pounds,Cows,585,Federally Inspected,Dressed,Red Meat
Nov-2002,2002,11,Average Weight in Pounds,Cows,578,Federally Inspected,Dressed,Red Meat
Oct-2002,2002,10,Average Weight in Pounds,Cows,583,Federally Inspected,Dressed,Red Meat
Sep-2002,2002,9,Average Weight in Pounds,Cows,579,Federally Inspected,Dressed,Red Meat
Aug-2002,2002,8,Average Weight in Pounds,Cows,580,Federally Inspected,Dressed,Red Meat
Jul-2002,2002,7,Average Weight in Pounds,Cows,586,Federally Inspected,Dressed,Red Meat
Jun-2002,2002,6,Average Weight in Pounds,Cows,590,Federally Inspected,Dressed,Red Meat
May-2002,2002,5,Average Weight in Pounds,Cows,595,Federally Inspected,Dressed,Red Meat
Apr-2002,2002,4,Average Weight in Pounds,Cows,599,Federally Inspected,Dressed,Red Meat
Mar-2002,2002,3,Average Weight in Pounds,Cows,607,Federally Inspected,Dressed,Red Meat
Feb-2002,2002,2,Average Weight in Pounds,Cows,606,Federally Inspected,Dressed,Red Meat
Jan-2002,2002,1,Average Weight in Pounds,Cows,602,Federally Inspected,Dressed,Red Meat
Dec-2001,2001,12,Average Weight in Pounds,Cows,588,Federally Inspected,Dressed,Red Meat
Nov-2001,2001,11,Average Weight in Pounds,Cows,579,Federally Inspected,Dressed,Red Meat
Oct-2001,2001,10,Average Weight in Pounds,Cows,576,Federally Inspected,Dressed,Red Meat
Sep-2001,2001,9,Average Weight in Pounds,Cows,582,Federally Inspected,Dressed,Red Meat
Aug-2001,2001,8,Average Weight in Pounds,Cows,577,Federally Inspected,Dressed,Red Meat
Jul-2001,2001,7,Average Weight in Pounds,Cows,582,Federally Inspected,Dressed,Red Meat
Jun-2001,2001,6,Average Weight in Pounds,Cows,586,Federally Inspected,Dressed,Red Meat
May-2001,2001,5,Average Weight in Pounds,Cows,582,Federally Inspected,Dressed,Red Meat
Apr-2001,2001,4,Average Weight in Pounds,Cows,588,Federally Inspected,Dressed,Red Meat
Mar-2001,2001,3,Average Weight in Pounds,Cows,589,Federally Inspected,Dressed,Red Meat
Feb-2001,2001,2,Average Weight in Pounds,Cows,592,Federally Inspected,Dressed,Red Meat
Jan-2001,2001,1,Average Weight in Pounds,Cows,590,Federally Inspected,Dressed,Red Meat
Dec-2000,2000,12,Average Weight in Pounds,Cows,579,Federally Inspected,Dressed,Red Meat
Nov-2000,2000,11,Average Weight in Pounds,Cows,578,Federally Inspected,Dressed,Red Meat
Oct-2000,2000,10,Average Weight in Pounds,Cows,574,Federally Inspected,Dressed,Red Meat
Sep-2000,2000,9,Average Weight in Pounds,Cows,575,Federally Inspected,Dressed,Red Meat
Aug-2000,2000,8,Average Weight in Pounds,Cows,574,Federally Inspected,Dressed,Red Meat
Jul-2000,2000,7,Average Weight in Pounds,Cows,580,Federally Inspected,Dressed,Red Meat
Jun-2000,2000,6,Average Weight in Pounds,Cows,579,Federally Inspected,Dressed,Red Meat
May-2000,2000,5,Average Weight in Pounds,Cows,579,Federally Inspected,Dressed,Red Meat
Apr-2000,2000,4,Average Weight in Pounds,Cows,588,Federally Inspected,Dressed,Red Meat
Mar-2000,2000,3,Average Weight in Pounds,Cows,587,Federally Inspected,Dressed,Red Meat
Feb-2000,2000,2,Average Weight in Pounds,Cows,582,Federally Inspected,Dressed,Red Meat
Jan-2000,2000,1,Average Weight in Pounds,Cows,575,Federally Inspected,Dressed,Red Meat
Dec-1999,1999,12,Average Weight in Pounds,Cows,563,Federally Inspected,Dressed,Red Meat
Nov-1999,1999,11,Average Weight in Pounds,Cows,552,Federally Inspected,Dressed,Red Meat
Oct-1999,1999,10,Average Weight in Pounds,Cows,549,Federally Inspected,Dressed,Red Meat
Sep-1999,1999,9,Average Weight in Pounds,Cows,551,Federally Inspected,Dressed,Red Meat
Aug-1999,1999,8,Average Weight in Pounds,Cows,553,Federally Inspected,Dressed,Red Meat
Jul-1999,1999,7,Average Weight in Pounds,Cows,557,Federally Inspected,Dressed,Red Meat
Jun-1999,1999,6,Average Weight in Pounds,Cows,562,Federally Inspected,Dressed,Red Meat
May-1999,1999,5,Average Weight in Pounds,Cows,567,Federally Inspected,Dressed,Red Meat
Apr-1999,1999,4,Average Weight in Pounds,Cows,567,Federally Inspected,Dressed,Red Meat
Mar-1999,1999,3,Average Weight in Pounds,Cows,571,Federally Inspected,Dressed,Red Meat
Feb-1999,1999,2,Average Weight in Pounds,Cows,567,Federally Inspected,Dressed,Red Meat
Jan-1999,1999,1,Average Weight in Pounds,Cows,564,Federally Inspected,Dressed,Red Meat
Dec-1998,1998,12,Average Weight in Pounds,Cows,551,Federally Inspected,Dressed,Red Meat
Nov-1998,1998,11,Average Weight in Pounds,Cows,547,Federally Inspected,Dressed,Red Meat
Oct-1998,1998,10,Average Weight in Pounds,Cows,547,Federally Inspected,Dressed,Red Meat
Sep-1998,1998,9,Average Weight in Pounds,Cows,548,Federally Inspected,Dressed,Red Meat
Aug-1998,1998,8,Average Weight in Pounds,Cows,547,Federally Inspected,Dressed,Red Meat
Jul-1998,1998,7,Average Weight in Pounds,Cows,553,Federally Inspected,Dressed,Red Meat
Jun-1998,1998,6,Average Weight in Pounds,Cows,564,Federally Inspected,Dressed,Red Meat
May-1998,1998,5,Average Weight in Pounds,Cows,561,Federally Inspected,Dressed,Red Meat
Apr-1998,1998,4,Average Weight in Pounds,Cows,561,Federally Inspected,Dressed,Red Meat
Mar-1998,1998,3,Average Weight in Pounds,Cows,564,Federally Inspected,Dressed,Red Meat
Feb-1998,1998,2,Average Weight in Pounds,Cows,554,Federally Inspected,Dressed,Red Meat
Jan-1998,1998,1,Average Weight in Pounds,Cows,550,Federally Inspected,Dressed,Red Meat
Dec-1997,1997,12,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Nov-1997,1997,11,Average Weight in Pounds,Cows,540,Federally Inspected,Dressed,Red Meat
Oct-1997,1997,10,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Sep-1997,1997,9,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Aug-1997,1997,8,Average Weight in Pounds,Cows,543,Federally Inspected,Dressed,Red Meat
Jul-1997,1997,7,Average Weight in Pounds,Cows,548,Federally Inspected,Dressed,Red Meat
Jun-1997,1997,6,Average Weight in Pounds,Cows,542,Federally Inspected,Dressed,Red Meat
May-1997,1997,5,Average Weight in Pounds,Cows,536,Federally Inspected,Dressed,Red Meat
Apr-1997,1997,4,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Mar-1997,1997,3,Average Weight in Pounds,Cows,536,Federally Inspected,Dressed,Red Meat
Feb-1997,1997,2,Average Weight in Pounds,Cows,528,Federally Inspected,Dressed,Red Meat
Jan-1997,1997,1,Average Weight in Pounds,Cows,524,Federally Inspected,Dressed,Red Meat
Dec-1996,1996,12,Average Weight in Pounds,Cows,517,Federally Inspected,Dressed,Red Meat
Nov-1996,1996,11,Average Weight in Pounds,Cows,515,Federally Inspected,Dressed,Red Meat
Oct-1996,1996,10,Average Weight in Pounds,Cows,516,Federally Inspected,Dressed,Red Meat
Sep-1996,1996,9,Average Weight in Pounds,Cows,522,Federally Inspected,Dressed,Red Meat
Aug-1996,1996,8,Average Weight in Pounds,Cows,522,Federally Inspected,Dressed,Red Meat
Jul-1996,1996,7,Average Weight in Pounds,Cows,523,Federally Inspected,Dressed,Red Meat
Jun-1996,1996,6,Average Weight in Pounds,Cows,524,Federally Inspected,Dressed,Red Meat
May-1996,1996,5,Average Weight in Pounds,Cows,523,Federally Inspected,Dressed,Red Meat
Apr-1996,1996,4,Average Weight in Pounds,Cows,526,Federally Inspected,Dressed,Red Meat
Mar-1996,1996,3,Average Weight in Pounds,Cows,532,Federally Inspected,Dressed,Red Meat
Feb-1996,1996,2,Average Weight in Pounds,Cows,533,Federally Inspected,Dressed,Red Meat
Jan-1996,1996,1,Average Weight in Pounds,Cows,535,Federally Inspected,Dressed,Red Meat
Dec-1995,1995,12,Average Weight in Pounds,Cows,527,Federally Inspected,Dressed,Red Meat
Nov-1995,1995,11,Average Weight in Pounds,Cows,524,Federally Inspected,Dressed,Red Meat
Oct-1995,1995,10,Average Weight in Pounds,Cows,525,Federally Inspected,Dressed,Red Meat
Sep-1995,1995,9,Average Weight in Pounds,Cows,528,Federally Inspected,Dressed,Red Meat
Aug-1995,1995,8,Average Weight in Pounds,Cows,535,Federally Inspected,Dressed,Red Meat
Jul-1995,1995,7,Average Weight in Pounds,Cows,543,Federally Inspected,Dressed,Red Meat
Jun-1995,1995,6,Average Weight in Pounds,Cows,545,Federally Inspected,Dressed,Red Meat
May-1995,1995,5,Average Weight in Pounds,Cows,540,Federally Inspected,Dressed,Red Meat
Apr-1995,1995,4,Average Weight in Pounds,Cows,538,Federally Inspected,Dressed,Red Meat
Mar-1995,1995,3,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Feb-1995,1995,2,Average Weight in Pounds,Cows,539,Federally Inspected,Dressed,Red Meat
Jan-1995,1995,1,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Dec-1994,1994,12,Average Weight in Pounds,Cows,527,Federally Inspected,Dressed,Red Meat
Nov-1994,1994,11,Average Weight in Pounds,Cows,519,Federally Inspected,Dressed,Red Meat
Oct-1994,1994,10,Average Weight in Pounds,Cows,523,Federally Inspected,Dressed,Red Meat
Sep-1994,1994,9,Average Weight in Pounds,Cows,529,Federally Inspected,Dressed,Red Meat
Aug-1994,1994,8,Average Weight in Pounds,Cows,534,Federally Inspected,Dressed,Red Meat
Jul-1994,1994,7,Average Weight in Pounds,Cows,538,Federally Inspected,Dressed,Red Meat
Jun-1994,1994,6,Average Weight in Pounds,Cows,536,Federally Inspected,Dressed,Red Meat
May-1994,1994,5,Average Weight in Pounds,Cows,533,Federally Inspected,Dressed,Red Meat
Apr-1994,1994,4,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Mar-1994,1994,3,Average Weight in Pounds,Cows,550,Federally Inspected,Dressed,Red Meat
Feb-1994,1994,2,Average Weight in Pounds,Cows,557,Federally Inspected,Dressed,Red Meat
Jan-1994,1994,1,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Dec-1993,1993,12,Average Weight in Pounds,Cows,535,Federally Inspected,Dressed,Red Meat
Nov-1993,1993,11,Average Weight in Pounds,Cows,533,Federally Inspected,Dressed,Red Meat
Oct-1993,1993,10,Average Weight in Pounds,Cows,533,Federally Inspected,Dressed,Red Meat
Sep-1993,1993,9,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Aug-1993,1993,8,Average Weight in Pounds,Cows,536,Federally Inspected,Dressed,Red Meat
Jul-1993,1993,7,Average Weight in Pounds,Cows,542,Federally Inspected,Dressed,Red Meat
Jun-1993,1993,6,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
May-1993,1993,5,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Apr-1993,1993,4,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Mar-1993,1993,3,Average Weight in Pounds,Cows,558,Federally Inspected,Dressed,Red Meat
Feb-1993,1993,2,Average Weight in Pounds,Cows,562,Federally Inspected,Dressed,Red Meat
Jan-1993,1993,1,Average Weight in Pounds,Cows,554,Federally Inspected,Dressed,Red Meat
Dec-1992,1992,12,Average Weight in Pounds,Cows,543,Federally Inspected,Dressed,Red Meat
Nov-1992,1992,11,Average Weight in Pounds,Cows,540,Federally Inspected,Dressed,Red Meat
Oct-1992,1992,10,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Sep-1992,1992,9,Average Weight in Pounds,Cows,548,Federally Inspected,Dressed,Red Meat
Aug-1992,1992,8,Average Weight in Pounds,Cows,550,Federally Inspected,Dressed,Red Meat
Jul-1992,1992,7,Average Weight in Pounds,Cows,551,Federally Inspected,Dressed,Red Meat
Jun-1992,1992,6,Average Weight in Pounds,Cows,551,Federally Inspected,Dressed,Red Meat
May-1992,1992,5,Average Weight in Pounds,Cows,546,Federally Inspected,Dressed,Red Meat
Apr-1992,1992,4,Average Weight in Pounds,Cows,551,Federally Inspected,Dressed,Red Meat
Mar-1992,1992,3,Average Weight in Pounds,Cows,555,Federally Inspected,Dressed,Red Meat
Feb-1992,1992,2,Average Weight in Pounds,Cows,557,Federally Inspected,Dressed,Red Meat
Jan-1992,1992,1,Average Weight in Pounds,Cows,553,Federally Inspected,Dressed,Red Meat
Dec-1991,1991,12,Average Weight in Pounds,Cows,539,Federally Inspected,Dressed,Red Meat
Nov-1991,1991,11,Average Weight in Pounds,Cows,541,Federally Inspected,Dressed,Red Meat
Oct-1991,1991,10,Average Weight in Pounds,Cows,545,Federally Inspected,Dressed,Red Meat
Sep-1991,1991,9,Average Weight in Pounds,Cows,547,Federally Inspected,Dressed,Red Meat
Aug-1991,1991,8,Average Weight in Pounds,Cows,547,Federally Inspected,Dressed,Red Meat
Jul-1991,1991,7,Average Weight in Pounds,Cows,549,Federally Inspected,Dressed,Red Meat
Jun-1991,1991,6,Average Weight in Pounds,Cows,552,Federally Inspected,Dressed,Red Meat
May-1991,1991,5,Average Weight in Pounds,Cows,551,Federally Inspected,Dressed,Red Meat
Apr-1991,1991,4,Average Weight in Pounds,Cows,558,Federally Inspected,Dressed,Red Meat
Mar-1991,1991,3,Average Weight in Pounds,Cows,564,Federally Inspected,Dressed,Red Meat
Feb-1991,1991,2,Average Weight in Pounds,Cows,560,Federally Inspected,Dressed,Red Meat
Jan-1991,1991,1,Average Weight in Pounds,Cows,557,Federally Inspected,Dressed,Red Meat
Dec-1990,1990,12,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Nov-1990,1990,11,Average Weight in Pounds,Cows,538,Federally Inspected,Dressed,Red Meat
Oct-1990,1990,10,Average Weight in Pounds,Cows,533,Federally Inspected,Dressed,Red Meat
Sep-1990,1990,9,Average Weight in Pounds,Cows,532,Federally Inspected,Dressed,Red Meat
Aug-1990,1990,8,Average Weight in Pounds,Cows,535,Federally Inspected,Dressed,Red Meat
Jul-1990,1990,7,Average Weight in Pounds,Cows,534,Federally Inspected,Dressed,Red Meat
Jun-1990,1990,6,Average Weight in Pounds,Cows,538,Federally Inspected,Dressed,Red Meat
May-1990,1990,5,Average Weight in Pounds,Cows,539,Federally Inspected,Dressed,Red Meat
Apr-1990,1990,4,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Mar-1990,1990,3,Average Weight in Pounds,Cows,547,Federally Inspected,Dressed,Red Meat
Feb-1990,1990,2,Average Weight in Pounds,Cows,544,Federally Inspected,Dressed,Red Meat
Jan-1990,1990,1,Average Weight in Pounds,Cows,538,Federally Inspected,Dressed,Red Meat
Dec-1989,1989,12,Average Weight in Pounds,Cows,536,Federally Inspected,Dressed,Red Meat
Nov-1989,1989,11,Average Weight in Pounds,Cows,531,Federally Inspected,Dressed,Red Meat
Oct-1989,1989,10,Average Weight in Pounds,Cows,530,Federally Inspected,Dressed,Red Meat
Sep-1989,1989,9,Average Weight in Pounds,Cows,536,Federally Inspected,Dressed,Red Meat
Aug-1989,1989,8,Average Weight in Pounds,Cows,540,Federally Inspected,Dressed,Red Meat
Jul-1989,1989,7,Average Weight in Pounds,Cows,538,Federally Inspected,Dressed,Red Meat
Jun-1989,1989,6,Average Weight in Pounds,Cows,539,Federally Inspected,Dressed,Red Meat
May-1989,1989,5,Average Weight in Pounds,Cows,537,Federally Inspected,Dressed,Red Meat
Apr-1989,1989,4,Average Weight in Pounds,Cows,543,Federally Inspected,Dressed,Red Meat
Mar-1989,1989,3,Average Weight in Pounds,Cows,549,Federally Inspected,Dressed,Red Meat
Feb-1989,1989,2,Average Weight in Pounds,Cows,553,Federally Inspected,Dressed,Red Meat
Jan-1989,1989,1,Average Weight in Pounds,Cows,546,Federally Inspected,Dressed,Red Meat
